Order ID,Year,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,City Office,Customer Segment,Ship Mode,,,,,
B-25959,2022,37,-23,4,Clothing,Shirt,UPI,Srinagar,Consumer,Delivery Truck,,,,,
B-25960,2023,34,10,2,Clothing,T-shirt,Debit Card,Goa,Home Office,Regular Air,,,,,
B-25961,2022,346,108,3,Furniture,Chairs,COD,Orissa,Home Office,Regular Air,,,,,
B-25962,2022,342,-103,4,Electronics,Electronic Games,COD,Delhi,Home Office,Regular Air,,,,,
B-25963,2023,35,-8,2,Furniture,Furnishings,Debit Card,Agra,Corporate,Regular Air,,,,,
B-25964,2022,121,41,4,Clothing,Stole,UPI,Srinagar,Small Business,Regular Air,,,,,
B-25965,2022,336,57,2,Electronics,Phones,COD,Goa,Small Business,Regular Air,,,,,
B-25966,2023,336,71,3,Furniture,Bookcases,COD,Orissa,Small Business,Regular Air,,,,,
B-25967,2023,27,4,1,Clothing,Hankerchief,COD,Delhi,Corporate,Express Air,,,,,
B-25968,2022,333,50,2,Electronics,Phones,COD,Agra,Corporate,Regular Air,,,,,
B-25969,2022,36,7,3,Clothing,Leggings,Debit Card,Srinagar,Corporate,Regular Air,,,,,
B-25970,2023,333,-15,3,Electronics,Phones,COD,Goa,Corporate,Delivery Truck,,,,,
B-25971,2022,327,114,4,Clothing,Trousers,COD,Orissa,Corporate,Delivery Truck,,,,,
B-25972,2022,18,6,3,Clothing,Hankerchief,UPI,Delhi,Corporate,Express Air,,,,,
B-25973,2023,325,32,7,Clothing,T-shirt,COD,Agra,Corporate,Regular Air,,,,,
B-25974,2022,482,-6,7,Electronics,Electronic Games,EMI,Srinagar,Home Office,Express Air,,,,,
B-25975,2022,465,-33,4,Electronics,Phones,EMI,Goa,Corporate,Delivery Truck,,,,,
B-25976,2023,40,-12,3,Clothing,Shirt,COD,Orissa,Corporate,Regular Air,,,,,
B-25977,2022,107,36,6,Clothing,Stole,COD,Delhi,Corporate,Delivery Truck,,,,,
B-25978,2022,312,-312,7,Furniture,Chairs,COD,Agra,Corporate,Delivery Truck,,,,,
B-25979,2023,451,25,3,Electronics,Phones,EMI,Srinagar,Corporate,Regular Air,,,,,
B-25980,2022,312,62,1,Electronics,Electronic Games,COD,Goa,Corporate,Delivery Truck,,,,,
B-25981,2023,311,72,2,Furniture,Bookcases,COD,Orissa,Home Office,Express Air,,,,,
B-25982,2022,11,5,2,Clothing,Hankerchief,UPI,Delhi,Home Office,Express Air,,,,,
B-25983,2022,37,-5,3,Clothing,T-shirt,Debit Card,Agra,Consumer,Delivery Truck,,,,,
B-25984,2023,444,-200,4,Electronics,Phones,EMI,Srinagar,Consumer,Regular Air,,,,,
B-25985,2022,434,26,11,Clothing,Shirt,Credit Card,Goa,Consumer,Express Air,,,,,
B-25986,2022,299,0,6,Clothing,Stole,COD,Orissa,Consumer,Regular Air,,,,,
B-25987,2023,37,17,3,Clothing,Hankerchief,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-25988,2022,299,113,2,Furniture,Bookcases,COD,Agra,Corporate,Regular Air,,,,,
B-25989,2022,298,74,2,Furniture,Bookcases,COD,Srinagar,Corporate,Regular Air,,,,,
B-25990,2023,94,7,7,Clothing,Leggings,UPI,Goa,Corporate,Regular Air,,,,,
B-25991,2022,296,225,11,Clothing,Saree,COD,Orissa,Corporate,Regular Air,,,,,
B-25992,2022,37,17,3,Clothing,Hankerchief,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-25993,2023,291,93,2,Electronics,Printers,COD,Agra,Corporate,Regular Air,,,,,
B-25994,2022,327,-39,1,Electronics,Phones,COD,Srinagar,Corporate,Regular Air,,,,,
B-25995,2023,291,119,11,Clothing,Saree,COD,Goa,Small Business,Regular Air,,,,,
B-25996,2022,287,-66,6,Clothing,Kurti,COD,Orissa,Small Business,Regular Air,,,,,
B-25997,2022,42,15,1,Electronics,Accessories,UPI,Delhi,Consumer,Regular Air,,,,,
B-25998,2023,429,61,3,Electronics,Electronic Games,Credit Card,Agra,Consumer,Regular Air,,,,,
B-25999,2022,285,128,2,Electronics,Printers,COD,Srinagar,Consumer,Regular Air,,,,,
B-26000,2022,277,3,1,Electronics,Electronic Games,COD,Goa,Consumer,Regular Air,,,,,
B-26001,2023,274,-7,4,Electronics,Phones,COD,Orissa,Consumer,Regular Air,,,,,
B-26002,2022,273,-87,4,Electronics,Phones,COD,Delhi,Consumer,Delivery Truck,,,,,
B-26003,2022,269,91,1,Electronics,Electronic Games,COD,Agra,Small Business,Regular Air,,,,,
B-26004,2023,11,5,1,Clothing,Skirt,COD,Srinagar,Corporate,Regular Air,,,,,
B-26005,2022,39,2,2,Clothing,Saree,Debit Card,Goa,Home Office,Regular Air,,,,,
B-26006,2022,264,-26,3,Clothing,Trousers,COD,Orissa,Corporate,Express Air,,,,,
B-26007,2021,40,16,3,Clothing,Hankerchief,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26008,2021,41,19,2,Clothing,T-shirt,Debit Card,Agra,Corporate,Express Air,,,,,
B-26009,2021,253,-63,2,Clothing,Saree,UPI,Srinagar,Consumer,Regular Air,,,,,
B-26010,2021,406,97,7,Furniture,Chairs,Credit Card,Goa,Consumer,Regular Air,,,,,
B-26011,2021,32,7,3,Clothing,Hankerchief,COD,Orissa,Consumer,Regular Air,,,,,
B-26012,2021,260,68,2,Electronics,Printers,COD,Delhi,Consumer,Express Air,,,,,
B-26013,2021,41,19,5,Clothing,Hankerchief,Debit Card,Agra,Consumer,Regular Air,,,,,
B-26014,2021,401,13,6,Furniture,Chairs,Credit Card,Srinagar,Consumer,Regular Air,,,,,
B-26015,2021,382,30,3,Clothing,Saree,Credit Card,Goa,Home Office,Regular Air,,,,,
B-26016,2021,867,251,5,Electronics,Phones,COD,Orissa,Home Office,Regular Air,,,,,
B-26017,2021,43,0,3,Clothing,Saree,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26018,2021,43,-43,7,Clothing,Stole,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26019,2022,74,29,3,Clothing,Stole,COD,Srinagar,Corporate,Regular Air,,,,,
B-26020,2021,44,-26,3,Clothing,Hankerchief,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26021,2021,259,-55,2,Furniture,Chairs,COD,Orissa,Corporate,Delivery Truck,,,,,
B-26022,2022,257,23,5,Clothing,Hankerchief,COD,Delhi,Consumer,Delivery Truck,,,,,
B-26023,2021,76,27,5,Clothing,Stole,COD,Agra,Consumer,Express Air,,,,,
B-26024,2022,44,-32,3,Clothing,Stole,Debit Card,Srinagar,Consumer,Express Air,,,,,
B-26025,2021,257,3,2,Clothing,Saree,COD,Goa,Consumer,Delivery Truck,,,,,
B-26026,2021,255,76,9,Clothing,Hankerchief,COD,Orissa,Consumer,Delivery Truck,,,,,
B-26027,2022,44,14,3,Clothing,Hankerchief,Debit Card,Delhi,Consumer,Delivery Truck,,,,,
B-26028,2021,45,-2,4,Clothing,Shirt,COD,Delhi,Consumer,Express Air,,,,,
B-26029,2022,44,-3,1,Clothing,Saree,Debit Card,Agra,Consumer,Express Air,,,,,
B-26030,2021,382,119,2,Clothing,Saree,Credit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26031,2021,250,100,3,Clothing,Trousers,COD,Chennai,Home Office,Regular Air,,,,,
B-26032,2021,45,-15,2,Furniture,Chairs,COD,Mumbai,Home Office,Regular Air,,,,,
B-26033,2021,246,61,2,Furniture,Bookcases,COD,Orissa,Consumer,Regular Air,,,,,
B-26034,2022,50,25,5,Clothing,Stole,COD,Delhi,Consumer,Delivery Truck,,,,,
B-26035,2021,246,98,5,Clothing,Hankerchief,COD,Agra,Consumer,Regular Air,,,,,
B-26036,2022,44,99,3,Clothing,Kurti,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26037,2021,245,-78,3,Clothing,Saree,COD,Chennai,Consumer,Express Air,,,,,
B-26038,2021,245,30,2,Clothing,Saree,COD,Mumbai,Consumer,Regular Air,,,,,
B-26039,2022,376,0,7,Clothing,Stole,Credit Card,Goa,Consumer,Delivery Truck,,,,,
B-26040,2021,45,1,3,Clothing,T-shirt,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26041,2022,45,-28,2,Clothing,Stole,Debit Card,Agra,Corporate,Regular Air,,,,,
B-26042,2021,244,-122,5,Furniture,Furnishings,COD,Hyderabad,Corporate,Delivery Truck,,,,,
B-26043,2021,244,83,2,Furniture,Bookcases,COD,Chennai,Corporate,Regular Air,,,,,
B-26044,2022,10,4,1,Clothing,Kurti,UPI,Orissa,Corporate,Regular Air,,,,,
B-26045,2021,375,180,3,Furniture,Bookcases,Credit Card,Delhi,Corporate,Regular Air,,,,,
B-26046,2021,46,14,5,Clothing,Skirt,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26047,2021,49,-31,2,Clothing,Stole,UPI,Srinagar,Home Office,Regular Air,,,,,
B-26048,2022,47,-20,2,Clothing,Kurti,Debit Card,Goa,Home Office,Delivery Truck,,,,,
B-26049,2021,355,-114,7,Clothing,Stole,Credit Card,Orissa,Small Business,Regular Air,,,,,
B-26050,2022,32,8,5,Clothing,Hankerchief,UPI,Delhi,Small Business,Regular Air,,,,,
B-26051,2022,243,-14,2,Furniture,Chairs,COD,Agra,Small Business,Regular Air,,,,,
B-26052,2022,241,-77,4,Electronics,Electronic Games,COD,Srinagar,Corporate,Express Air,,,,,
B-26053,2022,47,15,5,Clothing,Saree,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26054,2022,50,-10,6,Clothing,Skirt,Debit Card,Orissa,Corporate,Regular Air,,,,,
B-26055,2022,15,6,2,Clothing,Hankerchief,COD,Delhi,Corporate,Regular Air,,,,,
B-26056,2023,148,24,3,Clothing,Stole,COD,Delhi,Small Business,Express Air,,,,,
B-26057,2022,299,-28,3,Electronics,Electronic Games,UPI,Agra,Small Business,Regular Air,,,,,
B-26058,2022,68,-30,1,Electronics,Phones,UPI,Hyderabad,Small Business,Regular Air,,,,,
B-26059,2023,52,18,5,Clothing,Leggings,Debit Card,Chennai,Small Business,Regular Air,,,,,
B-26060,2022,239,-162,5,Furniture,Chairs,COD,Mumbai,Home Office,Regular Air,,,,,
B-26061,2022,27,6,3,Clothing,Skirt,COD,Orissa,Small Business,Delivery Truck,,,,,
B-26062,2023,238,20,2,Clothing,Saree,COD,Delhi,Small Business,Express Air,,,,,
B-26063,2022,48,16,3,Clothing,Shirt,COD,Agra,Small Business,Delivery Truck,,,,,
B-26064,2022,66,22,3,Clothing,Stole,UPI,Hyderabad,Small Business,Regular Air,,,,,
B-26065,2023,53,24,1,Clothing,Hankerchief,Debit Card,Chennai,Small Business,Delivery Truck,,,,,
B-26066,2022,233,-10,5,Electronics,Electronic Games,COD,Mumbai,Corporate,Regular Air,,,,,
B-26067,2022,53,-2,3,Clothing,Saree,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26068,2023,54,8,4,Clothing,T-shirt,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26069,2022,352,-345,5,Clothing,Saree,Credit Card,Agra,Corporate,Regular Air,,,,,
B-26070,2022,349,0,7,Clothing,Stole,Credit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26071,2023,341,-85,6,Clothing,Trousers,Credit Card,Chennai,Corporate,Regular Air,,,,,
B-26072,2022,54,12,3,Clothing,Saree,Debit Card,Orissa,Corporate,Regular Air,,,,,
B-26073,2022,57,7,2,Clothing,Shirt,UPI,Delhi,Corporate,Regular Air,,,,,
B-26074,2023,340,20,7,Clothing,Shirt,Credit Card,Agra,Corporate,Regular Air,,,,,
B-26075,2023,227,48,5,Clothing,Stole,COD,Srinagar,Corporate,Regular Air,,,,,
B-26076,2022,330,81,1,Furniture,Bookcases,Credit Card,Goa,Consumer,Regular Air,,,,,
B-26077,2022,216,-38,6,Furniture,Furnishings,UPI,Orissa,Consumer,Regular Air,,,,,
B-26078,2023,224,-143,3,Furniture,Chairs,COD,Delhi,Consumer,Regular Air,,,,,
B-26079,2022,55,-33,2,Furniture,Chairs,Debit Card,Agra,Consumer,Regular Air,,,,,
B-26080,2022,49,21,1,Clothing,Stole,UPI,Srinagar,Consumer,Regular Air,,,,,
B-26081,2023,224,87,3,Clothing,Trousers,COD,Goa,Consumer,Regular Air,,,,,
B-26082,2022,223,27,2,Furniture,Bookcases,COD,Orissa,Consumer,Regular Air,,,,,
B-26083,2022,324,39,8,Electronics,Accessories,Credit Card,Delhi,Consumer,Delivery Truck,,,,,
B-26084,2023,56,18,2,Clothing,Hankerchief,Debit Card,Delhi,Consumer,Regular Air,,,,,
B-26085,2022,223,62,7,Clothing,Shirt,COD,Agra,Consumer,Regular Air,,,,,
B-26086,2022,10,2,2,Clothing,Skirt,COD,Hyderabad,Consumer,Regular Air,,,,,
B-26087,2023,57,6,5,Clothing,Leggings,Debit Card,Chennai,Consumer,Regular Air,,,,,
B-26088,2022,322,-113,4,Clothing,Saree,Credit Card,Mumbai,Consumer,Regular Air,,,,,
B-26089,2023,219,4,2,Clothing,Saree,COD,Orissa,Consumer,Regular Air,,,,,
B-26090,2022,103,21,7,Clothing,Stole,UPI,Delhi,Consumer,Regular Air,,,,,
B-26091,2022,47,-27,4,Clothing,Saree,COD,Agra,Corporate,Regular Air,,,,,
B-26092,2023,219,0,1,Clothing,Saree,COD,Hyderabad,Corporate,Regular Air,,,,,
B-26093,2022,57,-48,6,Clothing,Leggings,Debit Card,Chennai,Corporate,Regular Air,,,,,
B-26094,2022,319,102,6,Electronics,Accessories,Credit Card,Mumbai,Corporate,Express Air,,,,,
B-26095,2023,315,-8,3,Furniture,Chairs,Credit Card,Goa,Corporate,Regular Air,,,,,
B-26096,2022,314,-41,3,Electronics,Electronic Games,Credit Card,Delhi,Consumer,Regular Air,,,,,
B-26097,2022,311,40,1,Electronics,Electronic Games,EMI,Agra,Consumer,Regular Air,,,,,
B-26098,2023,307,74,3,Electronics,Accessories,EMI,Hyderabad,Consumer,Regular Air,,,,,
B-26099,2022,294,109,7,Electronics,Accessories,EMI,Chennai,Consumer,Delivery Truck,,,,,
B-26100,2022,216,-83,3,Electronics,Electronic Games,COD,Orissa,Consumer,Regular Air,,,,,
B-26101,2023,58,-42,2,Furniture,Chairs,Debit Card,Delhi,Consumer,Delivery Truck,,,,,
B-26102,2022,48,20,4,Clothing,Stole,UPI,Agra,Consumer,Regular Air,,,,,
B-26103,2023,54,14,3,Clothing,T-shirt,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26104,2022,216,50,4,Clothing,Stole,COD,Goa,Corporate,Regular Air,,,,,
B-26105,2022,215,-30,2,Clothing,Saree,COD,Orissa,Consumer,Delivery Truck,,,,,
B-26106,2023,43,8,3,Clothing,Leggings,COD,Delhi,Consumer,Regular Air,,,,,
B-26107,2022,136,-33,5,Clothing,Saree,COD,Agra,Consumer,Regular Air,,,,,
B-26108,2022,59,-30,3,Clothing,Leggings,Debit Card,Srinagar,Corporate,Regular Air,,,,,
B-26109,2023,213,4,14,Clothing,Shirt,COD,Goa,Corporate,Delivery Truck,,,,,
B-26110,2022,59,21,2,Clothing,Stole,Debit Card,Orissa,Corporate,Express Air,,,,,
B-26111,2022,55,3,3,Clothing,T-shirt,COD,Delhi,Corporate,Regular Air,,,,,
B-26112,2023,294,62,9,Clothing,T-shirt,EMI,Delhi,Corporate,Delivery Truck,,,,,
B-26113,2022,210,62,2,Electronics,Phones,COD,Agra,Consumer,Delivery Truck,,,,,
B-26114,2022,59,24,6,Clothing,Kurti,Debit Card,Hyderabad,Home Office,Regular Air,,,,,
B-26115,2021,396,-31,9,Clothing,Saree,COD,Chennai,Small Business,Regular Air,,,,,
B-26116,2021,284,45,2,Furniture,Bookcases,EMI,Mumbai,Small Business,Regular Air,,,,,
B-26117,2021,276,52,5,Clothing,Saree,EMI,Orissa,Corporate,Regular Air,,,,,
B-26118,2021,23,2,2,Clothing,Skirt,UPI,Delhi,Small Business,Regular Air,,,,,
B-26119,2021,209,-63,4,Electronics,Electronic Games,COD,Agra,Small Business,Regular Air,,,,,
B-26120,2021,50,-28,5,Furniture,Furnishings,COD,Hyderabad,Small Business,Regular Air,,,,,
B-26121,2021,57,27,2,Clothing,Shirt,COD,Chennai,Small Business,Regular Air,,,,,
B-26122,2021,276,-21,2,Electronics,Phones,EMI,Mumbai,Small Business,Express Air,,,,,
B-26123,2021,268,6,2,Furniture,Bookcases,UPI,Goa,Small Business,Express Air,,,,,
B-26124,2021,269,111,3,Clothing,Trousers,EMI,Delhi,Small Business,Regular Air,,,,,
B-26125,2021,209,2,1,Clothing,Saree,COD,Agra,Small Business,Regular Air,,,,,
B-26126,2021,60,-12,4,Clothing,Hankerchief,Debit Card,Hyderabad,Small Business,Delivery Truck,,,,,
B-26127,2022,269,-86,2,Electronics,Electronic Games,EMI,Chennai,Home Office,Regular Air,,,,,
B-26128,2021,208,-25,2,Clothing,Saree,COD,Orissa,Corporate,Regular Air,,,,,
B-26129,2021,27,2,2,Clothing,Leggings,UPI,Delhi,Corporate,Regular Air,,,,,
B-26130,2022,206,-206,3,Clothing,Saree,COD,Agra,Corporate,Regular Air,,,,,
B-26131,2021,61,8,4,Clothing,Hankerchief,Debit Card,Srinagar,Corporate,Regular Air,,,,,
B-26132,2022,212,-24,2,Furniture,Chairs,COD,Goa,Corporate,Regular Air,,,,,
B-26133,2021,262,64,6,Clothing,Saree,EMI,Orissa,Corporate,Regular Air,,,,,
B-26134,2021,204,276,3,Furniture,Bookcases,COD,Delhi,Consumer,Delivery Truck,,,,,
B-26135,2022,59,-46,7,Clothing,T-shirt,UPI,Agra,Consumer,Express Air,,,,,
B-26136,2021,199,-18,2,Clothing,Saree,COD,Srinagar,Consumer,Regular Air,,,,,
B-26137,2022,59,6,1,Electronics,Accessories,UPI,Goa,Consumer,Regular Air,,,,,
B-26138,2021,45,9,3,Clothing,Leggings,UPI,Orissa,Consumer,Regular Air,,,,,
B-26139,2021,211,19,8,Clothing,Stole,COD,Delhi,Small Business,Regular Air,,,,,
B-26140,2021,65,-16,2,Electronics,Phones,Debit Card,Delhi,Small Business,Express Air,,,,,
B-26141,2021,25,0,4,Clothing,Skirt,UPI,Agra,Small Business,Regular Air,,,,,
B-26142,2022,196,-7,5,Electronics,Phones,COD,Hyderabad,Small Business,Regular Air,,,,,
B-26143,2021,261,13,6,Clothing,Shirt,Credit Card,Chennai,Small Business,Delivery Truck,,,,,
B-26144,2022,195,-117,5,Electronics,Phones,COD,Mumbai,Home Office,Regular Air,,,,,
B-26145,2021,192,-146,3,Clothing,Saree,COD,Orissa,Home Office,Regular Air,,,,,
B-26146,2021,189,87,7,Clothing,Stole,COD,Delhi,Corporate,Regular Air,,,,,
B-26147,2022,32,2,2,Clothing,Kurti,UPI,Agra,Corporate,Regular Air,,,,,
B-26148,2021,188,13,7,Clothing,Shirt,COD,Hyderabad,Corporate,Express Air,,,,,
B-26149,2022,73,-25,3,Clothing,Saree,COD,Chennai,Corporate,Regular Air,,,,,
B-26150,2021,259,47,5,Clothing,Hankerchief,Credit Card,Mumbai,Corporate,Regular Air,,,,,
B-26151,2021,187,-15,3,Clothing,Trousers,COD,Goa,Corporate,Regular Air,,,,,
B-26152,2022,26,11,2,Clothing,Hankerchief,UPI,Delhi,Corporate,Regular Air,,,,,
B-26153,2021,185,-26,6,Furniture,Chairs,COD,Agra,Corporate,Regular Air,,,,,
B-26154,2021,248,8,2,Clothing,Saree,Credit Card,Hyderabad,Small Business,Regular Air,,,,,
B-26155,2021,67,9,4,Clothing,Leggings,Debit Card,Chennai,Corporate,Regular Air,,,,,
B-26156,2022,248,-70,3,Furniture,Chairs,Credit Card,Orissa,Corporate,Regular Air,,,,,
B-26157,2021,246,61,2,Furniture,Bookcases,Credit Card,Delhi,Corporate,Express Air,,,,,
B-26158,2022,179,-25,5,Clothing,Kurti,COD,Agra,Corporate,Regular Air,,,,,
B-26159,2022,176,-28,5,Furniture,Furnishings,COD,Srinagar,Corporate,Express Air,,,,,
B-26160,2022,176,-13,5,Furniture,Furnishings,COD,Goa,Corporate,Express Air,,,,,
B-26161,2022,68,-62,2,Clothing,Trousers,Debit Card,Orissa,Corporate,Regular Air,,,,,
B-26162,2022,176,37,6,Electronics,Accessories,COD,Delhi,Corporate,Regular Air,,,,,
B-26163,2022,88,11,7,Clothing,Hankerchief,UPI,Agra,Corporate,Delivery Truck,,,,,
B-26164,2023,68,20,5,Clothing,Hankerchief,Debit Card,Srinagar,Home Office,Regular Air,,,,,
B-26165,2022,231,99,2,Electronics,Electronic Games,Credit Card,Goa,Home Office,Regular Air,,,,,
B-26166,2022,62,8,2,Clothing,T-shirt,UPI,Orissa,Home Office,Regular Air,,,,,
B-26167,2023,175,77,3,Clothing,Saree,COD,Delhi,Small Business,Regular Air,,,,,
B-26168,2022,71,4,5,Clothing,Leggings,Debit Card,Delhi,Small Business,Regular Air,,,,,
B-26169,2022,174,-70,3,Electronics,Accessories,COD,Agra,Small Business,Regular Air,,,,,
B-26170,2023,173,69,3,Furniture,Chairs,COD,Hyderabad,Small Business,Regular Air,,,,,
B-26171,2022,171,2,2,Electronics,Electronic Games,COD,Chennai,Corporate,Delivery Truck,,,,,
B-26172,2022,268,-25,3,Clothing,Saree,COD,Mumbai,Consumer,Regular Air,,,,,
B-26173,2023,71,32,3,Clothing,Saree,Debit Card,Orissa,Consumer,Regular Air,,,,,
B-26174,2022,29,10,4,Clothing,Hankerchief,UPI,Delhi,Corporate,Regular Air,,,,,
B-26175,2022,65,17,2,Clothing,T-shirt,UPI,Agra,Corporate,Regular Air,,,,,
B-26176,2023,72,-46,7,Clothing,Kurti,Debit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26177,2022,168,-51,2,Furniture,Bookcases,COD,Chennai,Corporate,Regular Air,,,,,
B-26178,2022,165,30,3,Clothing,Stole,COD,Mumbai,Corporate,Regular Air,,,,,
B-26179,2023,74,-59,2,Electronics,Accessories,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26180,2022,89,17,2,Clothing,Stole,UPI,Delhi,Small Business,Delivery Truck,,,,,
B-26181,2022,228,63,3,Electronics,Electronic Games,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26182,2023,119,-24,4,Furniture,Furnishings,COD,Hyderabad,Small Business,Regular Air,,,,,
B-26183,2023,75,-25,3,Clothing,Stole,UPI,Chennai,Small Business,Express Air,,,,,
B-26184,2022,67,20,4,Clothing,T-shirt,UPI,Orissa,Small Business,Delivery Truck,,,,,
B-26185,2022,7,0,1,Clothing,Leggings,COD,Delhi,Small Business,Regular Air,,,,,
B-26186,2023,222,35,5,Clothing,Saree,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26187,2022,219,-9,4,Clothing,Saree,Credit Card,Srinagar,Small Business,Express Air,,,,,
B-26188,2022,42,-23,2,Furniture,Furnishings,UPI,Goa,Consumer,Regular Air,,,,,
B-26189,2023,216,-135,3,Furniture,Chairs,Credit Card,Orissa,Home Office,Regular Air,,,,,
B-26190,2022,47,-21,2,Electronics,Electronic Games,COD,Delhi,Home Office,Regular Air,,,,,
B-26191,2022,68,-55,5,Electronics,Accessories,UPI,Agra,Corporate,Regular Air,,,,,
B-26192,2023,74,33,2,Clothing,Shirt,Debit Card,Srinagar,Corporate,Regular Air,,,,,
B-26193,2022,165,46,3,Furniture,Furnishings,COD,Goa,Corporate,Delivery Truck,,,,,
B-26194,2022,101,11,2,Clothing,Hankerchief,UPI,Orissa,Corporate,Regular Air,,,,,
B-26195,2023,162,73,2,Electronics,Electronic Games,COD,Delhi,Home Office,Delivery Truck,,,,,
B-26196,2022,20,-22,1,Furniture,Furnishings,UPI,Delhi,Corporate,Regular Air,,,,,
B-26197,2023,162,55,3,Clothing,Stole,COD,Agra,Consumer,Regular Air,,,,,
B-26198,2022,229,-23,2,Clothing,Saree,UPI,Hyderabad,Corporate,Delivery Truck,,,,,
B-26199,2022,27,0,2,Clothing,Leggings,COD,Chennai,Consumer,Regular Air,,,,,
B-26200,2023,685,7,7,Clothing,Trousers,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26201,2022,75,2,5,Clothing,Leggings,Debit Card,Orissa,Consumer,Regular Air,,,,,
B-26202,2022,161,-229,8,Furniture,Furnishings,COD,Delhi,Small Business,Express Air,,,,,
B-26203,2023,71,19,3,Clothing,T-shirt,COD,Agra,Small Business,Regular Air,,,,,
B-26204,2022,211,-105,2,Clothing,Saree,Credit Card,Hyderabad,Small Business,Delivery Truck,,,,,
B-26205,2022,79,5,6,Clothing,Hankerchief,Debit Card,Chennai,Corporate,Express Air,,,,,
B-26206,2023,32,-22,5,Clothing,Saree,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26207,2022,161,40,3,Clothing,Stole,COD,Goa,Corporate,Regular Air,,,,,
B-26208,2022,159,4,1,Clothing,Saree,COD,Delhi,Home Office,Delivery Truck,,,,,
B-26209,2023,210,-50,4,Clothing,Hankerchief,Credit Card,Agra,Home Office,Regular Air,,,,,
B-26210,2022,79,39,2,Clothing,Shirt,Debit Card,Hyderabad,Home Office,Express Air,,,,,
B-26211,2023,207,153,3,Clothing,Saree,Credit Card,Chennai,Home Office,Express Air,,,,,
B-26212,2022,36,0,4,Clothing,Kurti,COD,Orissa,Consumer,Regular Air,,,,,
B-26213,2022,206,12,1,Electronics,Printers,Credit Card,Delhi,Consumer,Regular Air,,,,,
B-26214,2023,46,0,4,Clothing,Leggings,COD,Agra,Consumer,Regular Air,,,,,
B-26215,2022,156,23,3,Clothing,Stole,COD,Srinagar,Consumer,Delivery Truck,,,,,
B-26216,2022,154,54,3,Clothing,Hankerchief,COD,Goa,Consumer,Regular Air,,,,,
B-26217,2023,36,15,3,Clothing,Stole,UPI,Orissa,Consumer,Regular Air,,,,,
B-26218,2022,206,51,4,Clothing,Hankerchief,Credit Card,Delhi,Small Business,Regular Air,,,,,
B-26219,2022,200,7,4,Electronics,Electronic Games,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26220,2023,199,-1,1,Clothing,Saree,Credit Card,Srinagar,Corporate,Delivery Truck,,,,,
B-26221,2022,154,22,7,Clothing,T-shirt,COD,Goa,Home Office,Regular Air,,,,,
B-26222,2022,152,23,3,Furniture,Furnishings,COD,Orissa,Home Office,Delivery Truck,,,,,
B-26223,2023,152,50,6,Clothing,Stole,COD,Delhi,Home Office,Regular Air,,,,,
B-26224,2022,122,-21,3,Furniture,Furnishings,UPI,Delhi,Consumer,Delivery Truck,,,,,
B-26225,2022,149,48,6,Clothing,Stole,COD,Agra,Corporate,Delivery Truck,,,,,
B-26226,2023,149,-87,4,Clothing,Saree,COD,Hyderabad,Corporate,Regular Air,,,,,
B-26227,2022,197,20,4,Clothing,Kurti,Credit Card,Chennai,Corporate,Regular Air,,,,,
B-26228,2022,76,-54,3,Electronics,Electronic Games,COD,Mumbai,Corporate,Regular Air,,,,,
B-26229,2023,221,-15,2,Electronics,Electronic Games,COD,Orissa,Corporate,Regular Air,,,,,
B-26230,2022,79,32,3,Clothing,Saree,Debit Card,Delhi,Small Business,Regular Air,,,,,
B-26231,2023,45,12,7,Clothing,Hankerchief,UPI,Agra,Small Business,Delivery Truck,,,,,
B-26232,2022,149,-1,1,Clothing,Saree,COD,Hyderabad,Small Business,Regular Air,,,,,
B-26233,2022,80,22,3,Clothing,Stole,Debit Card,Chennai,Small Business,Regular Air,,,,,
B-26234,2023,195,12,9,Clothing,Shirt,Credit Card,Mumbai,Small Business,Regular Air,,,,,
B-26235,2022,19,0,3,Clothing,Skirt,UPI,Goa,Small Business,Regular Air,,,,,
B-26236,2022,81,41,3,Clothing,Stole,Debit Card,Delhi,Small Business,Regular Air,,,,,
B-26237,2023,83,34,5,Clothing,Shirt,Debit Card,Agra,Small Business,Regular Air,,,,,
